sentiment;content
1;I'm the kind of person who knows how to execute difficult tasks with precision. I pay attention to all the details of a project. I make sure that every task is just right and that it is completed in a timely manner.
1;I'm a creative thinker. I like to explore alternative solutions to problems, and I have an open mind about what will work best. My creativity has made me an effective team leader because I can anticipate problems and innovate solutions.
1;I'm an extremely organized person who is focused on producing results. While I am always realistic when setting goals, I consistently develop ways to efficiently achieve, and often exceed, those goals.
1;I enjoy solving problems, troubleshooting issues, and coming up with solutions in a timely manner. I thrive in team settings, and I think my skill in effectively communicating with others is what drives my ability to solve a variety of problems.
1;I'm looking for a way to transfer my writing, media relations, event planning skills, and public relations expertise to a position within healthcare. I'm fascinated by the trends in healthcare and have a family background in medicine. The prospect of working for a hospital is very appealing to me. Ultimately, I have an interest in managing a communications operation at a hospital, but I see that as a few years down the road after I've further honed my skills.
1;I've always loved sales and thrived on the excitement of landing new clients and competing with my peers. Your position is attractive since it would provide the opportunity for me to enhance relationships with current major clients while also pursuing new customers. I want to stay in sales for the foreseeable future. My goal will be to become one of the leading account managers on your staff, recognized as a product expert with a strong track record of satisfying customers.
1;As you can see from my background, I've spent the past three years since graduate school as an HR generalist. During this time, I've enjoyed my work in recruiting. I am looking to specialize in the employment arena with a company such as yours, which has a large recruitment operation.
1;Ultimately, maybe three to five years down the road, I'd love to direct a recruiting operation at a major company, if I could keep my hands in some of the activities I enjoy, such as interviewing candidates.
1;I have always been able to create and maintain an efficient work schedule that allows me to work on the same number of hours per week. Of course, when I am working on a particularly important or difficult project, I am happy to occasionally increase those hours to produce my best work.
1;While I know this job requires me to work a set number of hours every week, I am always willing to come in early or stay late to help complete a task. While I work efficiently, I will go above and beyond when my colleagues need me.
1;I'm committed to working with the team, so I'm willing to pitch in extra hours when my group is under the gun
1;Work-life balance is important to me, so I work extremely hard on weekdays so that I can complete my duties and focus on my family on the weekends. I will certainly come in on occasional weekends whenever needed, but I think my time management skills will make that the exception rather than the rule
1;Whenever I’ve begun any new assignments, I have found that I was able to assimilate very easily by following a simple strategy. I ask questions, listen to the answers, contribute to the conversation, and ask for feedback. This has always provided me with excellent preparation to take on the new position.
1;I have worked within many different organizations all with their own way of doing things. There are many ways to achieve the same goals, and I have learned lots of different strategies for success. I think having that experience makes me very adaptable to new situations.
1;I tend to be a little quiet and spend some time observing at the beginning of a placement so that I can assess the requirements of the position. Then I can quickly determine how to be the most productive in the job I'm doing. Because I tend to be very observant, I am able to quickly assess the structure of the work and the relationships in a new environment. I am good at determining what my role is, and how to be most effective during my post with the company.
1;I came from a very small town in the Midwest, and when I started my first semester at Boston University, it was a little bit of a culture shock. I have always been very people-oriented and curious about the experiences of others. I found that by connecting on a personal level with my dorm mates, I was able to assimilate into the campus culture very quickly.
1;My experiences growing up in a military family prepared me well for assimilating into new environments. We had the opportunity to live not only all over the US, with its wonderful regional mores, but also abroad in some societies quite different from our own. I really enjoy new environments and am confident in my ability to assimilate quickly.
1;Coming to work for a new company certainly involves a lot of adjustments. However, I have always been able to adapt quickly to new work situations. A large part of this has to do with my ability to get along and communicate effectively with many people. For example, when I started my previous job, I introduced myself to my colleagues right away and felt confident asking them questions in my first couple of weeks when I was unsure of something.
1;My ability to be open and friendly to everyone, and to communicate my questions or concerns when I need to, will help me adjust quickly to this new work environment. I also know you value the collaboration on many company projects, so I know my ability to foster relationships and communicate effectively will help me in this regard as well.
1;While I have been at my previous job for ten years, I have had to make a number of adjustments and adapt quickly to many new changes. For example, halfway through my time at Company X, I received a promotion, which required me to do much more work with our content management system.
1;While I had little involvement with IT in the past, I worked extremely hard over the next couple of weeks to master the system. I stayed late a few nights, becoming familiar with the system, and I reached out to our IT department to ask questions. By the end of two weeks, I felt extremely confident, and within a month, I was teaching the system to a new employee. Adjusting to a new job takes time and hard work, but I know from past experiences that I am up to the task.
1;I usually work at a steady, consistent pace. Because of my ability to organize and plan out my work schedule, I always complete my work ahead of time. For example, when I was assigned a large project due in six months, I broke the project into large goals and small, day-to-day goals. I created a schedule, and steadily checked off each of these goals while still successfully completing my other duties. I ultimately finished the project a week ahead of schedule.
1;"I consider myself a diligent worker who avoids procrastination. At my previous sales job, we had to make at least 30 calls every shift, on top of our other administrative responsibilities. While some people saved all their calls for the end of their shift, which sometimes led to people missing their quota, I divided my time between making calls and doing my other duties. I am not easily distracted, but instead can balance working steadily on multiple tasks. This allows me to complete all of my work on time and produce quality results. In fact, I won ""best salesperson"" three times at my previous company."
1;I have been praised for my ability to hand in assignments well ahead of schedule. Although I work quickly, I also produce quality work. For example, I am currently responsible for writing our quarterly newsletter. I tend to complete the assignment at least two or three days before the submission deadline, which gives me time to thoroughly proofread my work. Both employers and colleagues have commented on my error-free newsletters.
1;My colleagues have told me that I am extremely organized and excellent at time management. During one project, my team members praised me for developing and sticking to a timeline for all the phases of the project. (Give a brief summary of what the project was.) We ended up successfully completing it ahead of time, and it was a hit!
1;My colleagues would say that I am very optimistic, as I see setbacks as opportunities to learn and grow. There is always a creative solution to a problem, and I love searching for it. One instance that comes to mind was when colleagues from my last job were upset about budget cuts to our department, and I devised a few clever ways to maintain some of our resources on a shoestring budget. They ended up being implemented.
1;I’ve been told that I am both a strong leader and a team player. In fact, one colleague offered to write me a personal letter of reference at one point because of my strong team leadership. 
1;He was impressed by my ability to effectively lead a group of colleagues while also listening to and considering everyone’s input as we determined the best plan of action for this new company initiative
1;I recently asked my psych professor to write a recommendation, and she mentioned my writing skills, intellectual curiosity, and research abilities as keys to my success in her classes.
1;"My friends always tease me about being the one who will organize all our outings. They think I'm a bit obsessive about nailing down the arrangements; a stickler for details."
1;My sociology professor and academic advisor recently nominated me to be the student representative to the sociology department. They cited my leadership ability and verbal skills as reasons for the nomination.
1;You have done a very thorough job of getting at my strengths. We have discussed my writing, presentation, and computer skills, but I haven't had the opportunity to tell you about my persuasive abilities. For example, I was able to convince seven local businesses to sponsor the charity run which I organized for my fraternity, and I successfully placed several stories in the local media about a client during my public relations internship.
1;I think that you have been incredibly thorough and we have discussed my key strengths like my communication skills, my ability to work across departments, and my experience in public relations. However, one important skill I have not yet mentioned is web design. I recently completed an internship at XYZ Public Relations firm, in which I helped design a new website for one of their clients. The client was extremely happy with my design and even sent a letter to our CEO praising my skills. I am familiar with a number of web design platforms, including Squarespace, Webflow, and Wix. This skill is something I would love to bring to your company.
1;I think we have covered a number of my work experiences that make me a strong candidate for this position, including my ten years of teaching experience, my administrative experience, and my communication skills. I would like to add that I also have experience running afterschool programs for teens. At my previous job, I led two afterschool programs: the school newspaper, which had a staff of twenty-five students, and the literary journal, which had a staff of fifteen. I would also like to assure you that I am very excited about the opportunity here. I am extremely motivated to pursue this job and will devote maximum energy to succeeding if I am hired.
1;We have discussed many of my skills, abilities, and experiences that make me a strong candidate, including my experience working with clients and my written and oral communication skills. I would also like to add that I am currently developing another skill that will make me an even more effective employee, should I be hired. I am currently taking a computer programming course, and am learning SQL and Java at the moment. I am extremely passionate about this job opportunity, and I believe my skills (including the skills I am currently developing) make me a strong candidate.
1;I'm really driven by results. I like it when I have a concrete goal to meet and enough time to figure out a strong strategy for accomplishing it. At my last job, our yearly goals were very aggressive, but I worked with my manager and the rest of my team to figure out a month-by-month strategy for meeting the year-end numbers. It was a real thrill to accomplish that.
1;I'm motivated by digging into data. Give me a spreadsheet and questions, and I'm eager to figure out what's driving the numbers. At my current position, I prepare the monthly analytics report around sales. The data from these reports help drive and determine how the company charts its next steps and makes sales goals for the following months. Being able to provide that essential information is really motivating.
1;I was responsible for several projects where I directed development teams and implemented repeatable processes. The teams achieved 100% on-time delivery of software products. I was motivated both by the challenge of finishing the projects ahead of schedule and by managing the teams that achieved our goals.
1;I have always wanted to ensure that my company's clients get the best customer service I can offer. I feel it's important, both to me personally and for the company and the clients, to provide a positive customer experience. My drive to constantly develop my customer service skills is the reason I earned top sales at my company two quarters in a row.
1;I have always been motivated by the desire to meet a deadline. Setting and reaching deadlines gives me such a sense of accomplishment. I love creating an organized schedule for completing a task and achieving my goals on time. For example, when I ran a fundraising event last year, I set multiple deadlines for a variety of tasks leading up to the event. Achieving each milestone motivated me to keep working and helped me to ensure that the event ran smoothly.
1;Absolutely. I am passionate about this work and am therefore always looking for new and innovative ideas to bring to a project. For example, I was so inspired by the last ad campaign I worked on that I suggested a number of unique ad strategies that my employers loved and ultimately implemented. My passion motivates me to think creatively and produce results.
1;I know that I am self-motivated. I give my all to any project and am always looking ahead to the next task at hand. Successfully completing one project and moving on to the next one is very exciting for me. I am passionate about my work and truly enjoy working toward the next big goal. For example, after successfully completing a team project ahead of our deadline, I immediately sought out and requested to join another team on a project I had been interested in for a while. I am always looking for the next project to pour my passion into.
1;I have always been self-motivated. No one in my family had attended college, but I was always determined to do so. I, therefore, put myself through college and graduate school with no financial support from my family. In the workplace, I bring that same drive to managing projects and deadlines. I know how to set a goal for myself and achieve it.
1;Yes, I am very self-motivated. In school, particularly in my journalism courses, I always put extra effort into projects, simply due to my passion for journalism. For example, one course required us to write an article on a particular topic. I went above and beyond, conducting multiple interviews and going to the local archives to research the topic. I ultimately got this article published in a magazine. I believe this self-motivation and passion for journalism will make me a strong assistant editor for your newspaper.
1;Decisions I have to make within a team are difficult, only because these decisions take more time and require deliberate communication between team members. For example, I was working on a team project, and my colleagues and I had to make a number of choices about how to use our limited budget. Because these decisions involved group conversations, our team learned how to communicate effectively with one another, and I believe we ultimately made the best decisions for the team.
1;As a manager, the most difficult decisions I make involve layoffs. Before making those tough decisions, I always think carefully about what is best for the business and my employees. While I don’t relish making those kinds of choices, I don’t shy away from this part of my job. A few years ago, I had to let some employees go due to the economic climate. It was a hard decision that was ultimately necessary for the good of the company and everyone working for the organization.
1;I find that the hardest decision I have to make is when I have to choose between strong team members for a promotion. There have been occasions when, even though I liked one person better than another, I nonetheless had to choose the other person based on their potential to assume the responsibilities of their new role. Sometimes I also had to promote younger employees over staff with seniority, simply because they were more skilled in the use of technology and more willing to work overtime. It’s never easy, but ultimately you have to think about who will be the most effective and productive in the new position.
1;My biggest disappointment is that I wasn’t able to follow my dream of being a professional dancer. I was injured as a teenager during a performance and was never able to move quite as fluidly again. Even though I was disappointed at the time, I realize now that if I had taken that direction, I would not have achieved my advanced degrees and developed a career that I love.
1;I set a goal to be on the dean's list every semester in college and was very disappointed when I missed the mark during the first semester of my junior year. I was working 25 hours a week and took 21 credits that semester. I reduced my work hours to 15 and took 18 credits the next semester and achieved highest honors.
1;At the time, not being able to go straight to college out of high school was the greatest disappointment. However, the two years I spent working helped me to focus on what I wanted to study and ultimately made my college experience more fulfilling. Having a little extra time to figure things out allowed me to prepare to decide what I wanted to study for my chosen career.
1;I was very disappointed when I was hired for a top retailer's training program and was placed in the store management track, when I had my heart set on the buyer track. As it ends up, my strengths in employee engagement, inventory planning, and sales have enabled me to progress rapidly to my assistant store manager position, so the disappointment was a blessing in disguise. 
1;I lost my father to pancreatic cancer and, ever since then, I have spent time volunteering to help raise awareness and funds for cancer research. I volunteer for PanCan, an advocacy group, and I'm part of their volunteer network. One of the things I'm passionate about is helping to find a cure, in whatever way I can. I also love getting to know patients and survivors on a personal level.
1;I'm passionate about painting. I take an evening art class once a week and try to find time each weekend to paint. Painting is a good way for me to relax after a busy week. I also feel that it helps me to be more creative in other aspects of my life. Some of my most creative solutions to work problems have come when I'm painting in the studio.
1;I'm passionate about baking. I love the process of researching new recipes and testing them out. I've been writing up my experiences with baking for the past three years, and every year, I host a massive cookie swap around holiday time with friends. I’m very detail-oriented, and love the scientific aspects of baking. However, I’m also a very social person, and use my baking as a chance to get together with friends and family.
1;My passion is working with students who are struggling academically. I tutor a group of first-graders once a week in reading and writing. I love helping students make connections in subjects they struggle with. 
1;What I look for in a job, and what I love about this customer service representative position, is the ability to utilize my communication and customer service skills. I love interacting with customers and quickly and effectively problem-solving with them. Down the road, after becoming an expert in your product line and developing strong relationships with your customers, I would love to work in sales. 
1;My dream job involves an extensive amount of teamwork, such as regular staff meetings and group projects. I love that this job emphasizes communication among colleagues and between management and staff. My previous job was 50% team projects, and I am excited to continue that kind of teamwork and open communication here.
1;My dream job would allow me to develop web content for a variety of companies. I love getting to know different clients and developing content to suit their unique needs. For example, in my last job, I worked for clients in industries ranging from healthcare to education and received praise for my work with a variety of companies. I love that this job would allow me to work with a range of clients.
1;I’ve never been much of a troublemaker, even as a teenager. I suppose the biggest thing I ever got away with was a college prank I helped organize and arrange. We turned all of the desks upside-down in every classroom. I love to have fun, positive relationships with my colleagues, although I think my pranking days are over!
1;While this is actually a positive thing, the biggest thing I got away with was helping to arrange a surprise vacation for a sick friend. We planned the whole thing without her finding out until we took her to the airport! Of course, I’ve gotten away with a couple of less positive things too – I’m sure I stayed out past curfew a few times without my parents ever finding out!
1;The worst thing I’ve gotten away with in college was sometimes cutting class the week before midterms and final exams. Especially in large, 400-student lecture classes where attendance wasn’t taken, I often found it was a better use of my time to study the class materials independently at home or with a study group in the library rather than sit in the classroom. I generally arranged things with a group of study partners so that one of us would attend the lecture, take good notes, and share them with the rest of the group. We rotated the note-taking responsibility between group members over the course of the term, which allowed us all extra time to cram for the exams.
1;There were times during college – especially towards the end of the year when money was tight – that my friends and I turned dumpster diving into an art form. None of us wanted to explain to our parents (again!) how we’d run short on food money (with me, it was generally because I loved to de-stress by going to out-of-town football games and concerts). So we’d do midnight raids on the upscale grocery store dumpsters and stock up on expired canned food and slightly-wilted veggies. We justified this to ourselves by deciding we were just doing our part to reduce landfill and save the environment. It probably wasn’t the smartest thing to do – but none of us got bitten by a rat or got tetanus or food poisoning.
1;On the job, I would rather be respected. My success as a salesperson has stemmed largely from my ability to anticipate the needs and problems of my customers and to present my products as a way to meet those needs and solve those problems. Once respect has been established, I find that my customers continue to come back to me for additional service. Of course, I want my clients to like me as well, and I do the little things like bringing them a favorite food or taking them for a round of golf so that they also see the personal value of our relationship
1;One of my new clients was concerned about the quantity of packing material that was used in the production process. I brought her to a plant where our equipment was in use and demonstrated how efficiently it utilized resources. I helped her price out the payback schedule if she purchased the new machine, and she was able to write a justification that was approved by her boss. She has called upon me for advice many times since then and continued to purchase our products.
1;I am actually very satisfied with the career I’ve chosen, and how it has progressed. I have learned important things at every stage, and from the people, I have worked with.
1;I have had people ask me in the past if I would have been happier if I had started out in my current career of academia instead of beginning in the business world.
1;I am very glad that I experienced the business world. I think it gives me unique insight and a perspective that I otherwise wouldn’t have. Even though I love what I do now, I wouldn’t change how I got here
1;I'm looking for a bigger challenge and to grow my career, and I didn’t feel like I could give equal attention both to my job search and to my full-time work responsibilities. It didn’t seem ethical to slack off from my former job in order to conduct my job search, and so I left the company.
1;I was laid off from my last position when our department was eliminated due to corporate restructuring.
1;I was lucky enough to land a job at a startup right out of school, which means that I wore many hats right from my first day in the office. Now I’m looking forward to taking my graphic design skills into a senior role.
1;I love helping writers develop. In my current job, I’ve had the opportunity to mentor many experts who had knowledge our readers needed, but not necessarily the writing experience necessary to translate those ideas into print. I’m excited about doing the same thing in a non-profit environment where I can use my skills to give back to my community.
1;I’ve been one of the top sellers at ABC Corp for three quarters running, increasing sales by more than 10% each quarter. But now that I’m in the Los Angeles area, I’m ready to bring my skills to this market. I’ve always dreamed of working at XYZ Inc., and I was excited to see an opening that’s a perfect fit for my experience and abilities.
1;Being cut loose was a blessing in disguise. Now I have an opportunity to explore jobs that better suit my qualifications and interests
1;The job wasn't working out, so my boss and I agreed that it was time for me to move on to a position that would show a better return for both of us. So, I'm available and ready to work.
1;My job was outsourced to India. It was unfortunate, because people familiar with my work say I did my job well and I always got excellent reviews from my managers
1;I was desperate for work and took the wrong job without looking around the corner. I won't make that mistake again. I'd prefer an environment that is congenial, structured, and team-oriented, where my best talents can shine and make a substantial contribution.
1;To be honest, I wasn't considering a change, but a former colleague recommended this job to me. I looked into the position and was intrigued by the role and by the company. What you're offering sounds like an exciting opportunity and an ideal match for my qualifications.
1;I resigned to focus on finding a job that is closer to home and will use my skills and experience in a different capacity.
1;I didn't have room to grow with my previous employer
1;I have been volunteering in this capacity and love this kind of work. I want to turn my passion into the next step of my career.
1;After several years in my last position, I am looking for a company where I can contribute more and grow in a team-oriented environment.
1;I am interested in a new challenge and want to use my skills and experience in a different capacity than in the past
1;I was commuting and spending an hour each day traveling back and forth. I would prefer to be closer to home
1;The position seems to correlate with my skillset. Unfortunately, in my last job, I wasn't able to use my training and experience fully.
1;The company was downsizing and I thought it made sense to find another position before my job was eliminated
1;I took this job right out of college, and the position helped me develop a number of skills necessary for this industry. However, there was little opportunity for growth, and I felt it was time to move on to a job with more responsibility. This job will allow me to use the skills I developed at my last job while taking on challenges that I know I am ready for.
1;I resigned because the schedule was no longer manageable. The position required me to be on-call evenings and weekends, and it was difficult to arrange childcare on short notice. This job will allow me to continue to use my nursing skills in a more ideal schedule.
1;"I resigned because the position was part-time; while I loved the responsibilities I had there, I am ready for a position where I can perform similar duties full-time"
1;"My skills weren't a good match for my previous employer's needs; however, it looks like they'd be a terrific fit for this position"
1;I've been working as a temp in the same industry, and with similar duties to the job here. However, I am now seeking a permanent position, so I resigned from the temp agency's staffing roster. I loved my time as a temp, and look forward to applying the skills I learned to a full-time job.
1;I'm seeking to grow my career with a position in a new, forward-thinking company. It was difficult to job search while working at my previous company, so I am now devoted to finding a position where I can put my skills and abilities to the best use. Your company is the type of organization where I think I can add value
1;"I resigned due to family circumstances; however, I have regained the flexibility I need to work effectively in a full-time job"
1;I worked on several freelance projects, while actively job seeking.
1;I volunteered for a literacy program that assists disadvantaged children.
1;My aging parents needed a temporary caregiver, and I spent time looking after them.
1;I spent time being a stay-at-home mom and volunteering at my daughter's school.
1;I took some continuing education classes and seminars.
1;I spent a year traveling abroad after I graduated from college
1;Based on what you’ve said and from the research I’ve done, your company is looking for an administrative assistant who is both strong in interpersonal skills and in tech skills. I believe my experience aligns and makes me a great fit. I'm an effective communicator who is skilled in giving oral presentations, speaking on the phone, and communicating via email. I'm also fluent in a number of relevant software programs, including content management systems and spreadsheet suites. I’d love to bring my diverse skill set to your company.
1;You describe in the job listing that you're looking for a special education assistant teacher with an abundance of patience and compassion. Having served as a tutor at a summer school for dyslexic children for the past two years, I've developed my ability to be extremely patient while still achieving academic gains with my students. My experience teaching phonics to children aged 6 to 18 has taught me strategies for working with children of all ages and abilities, always with a smile.
1;My experience with technology and, in particular, my ability to maintain and update websites, make me a good match for this position. In my most recent role, I was responsible for maintaining our department web page. This required me to update student and faculty profiles, and post information about upcoming events.
1; In my free time, I learned to code in JavaScript and Swift. I then used my coding skills to revamp our homepage and received praise from our department head and the Dean of Students for my initiative. I would love to bring my coding skills and my general passion for learning new technologies to this position.
1;You've explained that you're looking for a sales executive who is able to effectively manage over a dozen employees. In my 15 years of experience as a sales manager, I've developed strong motivational and team-building skills. I was twice awarded manager-of-the-year for my innovative strategies for motivating employees to meet and surpass quarterly deadlines. If hired, I will apply my leadership abilities and strategies to achieve profit gains in this position.
1;If you're looking for someone to lead meetings, then I'm probably not the right fit for this position. I'm better suited to being an active participant in meetings than to lead them. But where I really shine is execution—so often, a meeting generates a lot of great ideas, but then none of them are completed. One of my strengths is following up on meeting tasks and completing projects in general.
1;You shouldn't hire me if an extrovert wouldn't fit in well at your company or in this job. I thrive on interaction with colleagues and customers. I can stay on task, but building positive relationships with people is my clear priority.
1;"When it comes to projects, I always hit my deadline. But I have to admit; I'm not great at arriving to work at 9 a.m. sharp. If it's important to your company to have employees arrive bright and early, full of energy, then I'm likely not the right match. I'm a classic night owl, which means I tend to work late at the office."
1; I can contribute my ability to streamline office processes. For example, I developed a new method for scheduling client appointments, which led to an 85% decrease in scheduling errors. I would love to apply, not only this method, but also my other organizational skills to this job at your company.
1;I will bring my unique visioning ability to your company. I am experienced in many areas related to this company’s current goals, including expanding international sales. For example, I helped improve international sales at a previous company by over 25%. My sales background and my planning ability will help to facilitate that growth.
1;My previous work experience includes innovation in many areas, including strategies for more effective teamwork. At my previous company, I devised strategies for improving teamwork and communication among members of team projects. I can bring to your organization not only my ideas from my previous job, but my general passion for innovation too.
1;My initial salary was $X, and my final salary was $Y. However, this does not take into account the six bonuses I received while working there.
1;"My initial salary was $X. Over the years, I took on more responsibilities, including managing my own team and running projects; these are the type of responsibilities I know you are hoping your ideal candidate can handle. Due to this increase in responsibility, my final salary was $Y."
1;When I began working at the company as a full-time grant writer, my salary was $X. Over time, that was increased to $Y, in large part due to my successful record of receiving grants. When I became a part-time employee, my salary became $Z. However, I continued to receive annual bonuses and other benefits for my exceptional work
1;I was hired as the marketing director at Company A at the salary of $Y. When I first started working for Company A, I supervised the introduction of a new cleaning product. Sales for the product exceeded expectations during both the first and second year, and I was rewarded with a raise to $Z, promotion to executive director of marketing, and an annual 10% bonus. Shortly thereafter, I started a family with the adoption of my twins, and decided to downshift my career for 3 years. The company convinced me to stay on as a marketing analyst for 3 days a week for the reduced salary of $M.
1;I was making $L working as a communications director for my non-profit employer. I sacrificed pay because of my belief in the mission to support cancer research. In comparing communications director positions in the for profit sector in our region, I noticed that salaries were about 20% higher.
1;My salary range is flexible. I would, of course, like to be compensated fairly for my decade of experience and award-winning sales record. However, I'm open to discussing specific numbers once we've discussed the details of the position.
1;My salary requirements are flexible, but I do have significant experience in the field that I believe adds value to my candidacy. I look forward to discussing in more detail what my responsibilities at this company would be. From there, we can determine a fair salary for the position.
1;I'd like to learn more about the specific duties required of this position, which I look forward to in this interview. However, I do understand that positions similar to this one pay in the range of $X to $Z in our region.
1;I'm open to discussing what you believe to be a fair salary for the position. However, based on my previous salary, my knowledge of the industry, and my understanding of this geographic area, I'd expect a salary in the general range of $X to $Y. Again, I'm open to discussing these numbers with you.
1;"My years of experience have prepared me well for this position. You mentioned that customer service is a big part of this job; I spent three years working in a high-volume call center, answering customer calls, and identifying solutions."
1;I developed extensive skills working with customers even when they were distressed. I'm excellent at deescalating situations and finding a way to make the customer happy. Our customer satisfaction rating rose 10% during my tenure at my previous employer. Since the role of your marketing department is to improve customers' impressions of the company, my experience would be a great asset to your team.
1;I worked as a kennel assistant at a local animal hospital during the summer before my freshman year of college. It was there I discovered what I wanted to do as a career. I decided I would go to college and focus on becoming a small-animal veterinarian, so that's what I did. I have been working at the same animal hospital ever since.
1;Salary is not my top priority. Not that I have a trust fund, but I will work for less money, will take direction from managers of any age, will continue to stay current on technology, and will not leave you in the lurch if Hollywood calls to make me a star. And I don't insist that it's my way or the highway.
1;As you note, I've worked at a higher level, but this position is exactly what I'm looking for. You offer the opportunity to achieve the magic word: balance. I'm scouting for something challenging but a little less intense, so I can spend more time with my family
1;“I have the education and experience to fit in readily with the exceptional team here.
1;My maturity, along with my experience, will enable me to do a terrific job for the company
1;My customers are finding that our apples make an excellent healthy snack for families on the run or to pack with your children's school lunch. Our apples are fresh and crisp since we source them weekly from local orchards. We only sell apples that are grown organically without pesticides and chemical fertilizers. Our apples are loaded with beneficial fiber, vitamins, and nutrients. So, in addition to being sweet and tasty, they are great for your health.
1;I would love to be your preferred provider for the highest quality pens. I will work hard to justify the confidence that you would place in me and our product and make sure you are thoroughly satisfied with the product. Can we move forward with your first order?
1;My degree in American history helped me develop the research skills necessary for a job in library science. For example, for my senior project, I researched historical newspapers at three different libraries, and also conducted extensive online research. My ability to find and read a variety of sources will allow me to help students that approach me with similar questions.
1;I know that a bachelor's degree in English literature may feel very far afield from computer science, but one thing I've discovered while working as an engineer is the importance of communication. Those were skills that got really sharp through my undergrad experience. Then, of course, once I was in the workforce and realized programming was a passion, I attended graduate school in computer science at ABC University to strengthen my technological skills. 
1;In my undergrad history class, we needed to work in groups to present a paper. It involved a lot of collaboration, and our group was chosen randomly, so we didn't have a pre-existing relationship. I quickly realized we needed an organizational leader and assumed that role. I find that often happens in offices too: There are a lot of people with passion and knowledge, but someone needs to direct and organize that energy. Recently, I worked on a project to update the company style guide, and found myself developing the framework for how we would organize the work, solicit feedback, and incorporate ideas. 
1;At my college, it was always very clear which classes to take if your goal was a high GPA. Not only did I opt to take the more challenging classes—which meant sometimes getting lower grades than my peers—but I also participated in the track team, which required devoting many hours to practice, and held a part-time job. I'm proud of my experience in college, but as you can see, the grades are just one portion of what I did. 
1;"I did not pursue a master's degree because I had developed extensive programming skills while pursuing my undergraduate degree, and for this reason I was ready to begin my career in coding as soon as I graduated. For example, by my senior year, I had become fluent in Java, Python, C#, and PHP. Because of my coding knowledge and professionalism, I successfully moved up in the ranks at the first company I worked for after college. However, I continue to seek educational opportunities; for example, I am currently learning Ruby and Objective-C through an online program. "
1;I had a truly wonderful college experience. In general, I just wish I could have done more: taken more classes, participated in more extracurriculars, and attended even more guest speaker events. I got so much out of the experience, and did my best to balance academics with building relationships. 
1;Midway through college, I had a summer internship with a start-up company. During that summer, I got very immersed in the creation of a product that became the focal point for the company's marketing strategy. I was asked to stay on, so deferred going back. I'd imagined it would just be a year, but it wound up turning into a big opportunity, and so I suck with that company, working there for 5 years. It's always on my list to complete the degree, but I've found, so far, that the degree isn't necessary for me to perform in the workplace.
1;Although I'm not familiar with the others who you are interviewing for this position, I'm sure there are a lot of talented people applying for the job. However, given my unique background and experiences, I consider myself to be a strong candidate for this position
1;One of my big challenges will be adjusting to the new workflow and creating a new type of report to present to clients. My plan would be to ask a lot of questions when preparing my first report. I'll also ask a colleague to review the report before sharing it with the client.
1;I've previously used Microsoft Word processing and presentation software exclusively, and haven't used Google's online equivalents. Although I'll have to learn a whole new set of keyboard shortcuts, I'll devote time to reading blog posts that walk me through the differences between the two types of software, and I'll watch online tutorials.
1;I'm excited by the idea of scheduling an offsite conference but it'll definitely be a challenge. On the plus side, although I haven't organized large corporate events before, I have planned personal events, including a 100-person family reunion, and team-wide holiday dinners for 200 people. If I get this job, one of the first things I'll do is meet with the person who organized last year's offsite event to get pointers. I'll also touch base with a former colleague of mine who orchestrated offsite conferences for her company. 
1;In my current role, directing the content strategy for ABC company, I spend most of my time managing my team and setting the big-picture strategy for content. That's all work that I enjoy and find gratifying, but I find that I overwhelmingly miss writing and editing copy. When it comes to content, creating it is my true strength, and I'm eager to have execution (rather than strategy) be the main focus of my days. 
